num,episode1,epsilon1,sum1
0,739,1.5,463
100,706,1.426826295,455
200,935,1.357222185,584
300,534,1.291013535,307
400,865,1.228034706,533
500,999,1.16812814,630
600,270,1.111143964,156
700,376,1.056939617,213
800,939,1.005379493,582
900,578,0.956334598,368
1000,731,0.909682234,481
1100,744,0.865305688,481
1200,808,0.82309394,587
1300,361,0.782941384,232
1400,525,0.74474757,337
1500,919,0.708416944,672
1600,427,0.673858616,282
1700,999,0.640986128,735
1800,744,0.609717242,554
1900,949,0.579973729,714
2000,325,0.551681178,220
2100,434,0.524768808,320
2200,906,0.499169289,647
2300,452,0.474818579,319
2400,586,0.451655756,438
2500,760,0.429622872,603
2600,926,0.408664808,782
2700,866,0.388729129,693
2800,436,0.369765962,315
2900,999,0.351727865,839
3000,552,0.334569711,446
3100,428,0.318248574,317
3200,571,0.302723623,453
3300,199,0.287956017,119
3400,999,0.273908811,881
3500,999,0.260546863,886
3600,868,0.247836743,765
3700,503,0.235746655,374
3800,999,0.224246351,873
3900,999,0.21330706,899
4000,999,0.202901415,920
4100,999,0.193003383,946
4200,91,0.183588201,32
4300,414,0.174632315,307
4400,999,0.16611332,882
4500,999,0.158009902,901
4600,895,0.150301788,782
4700,805,0.142969696,710
4800,392,0.135995281,293
4900,408,0.129361095,318
5000,217,0.123050542,158
5100,999,0.117047832,937
5200,999,0.11133795,890
5300,999,0.10590661,923
5400,999,0.100740224,940
5500,150,0.095825867,85
5600,323,0.091151244,237
5700,267,0.086704662,170
5800,999,0.082474994,978
5900,999,0.07845166,963
6000,107,0.074624594,60
6100,165,0.070984222,111
6200,860,0.067521437,756
6300,458,0.064227574,368
6400,970,0.061094395,897
6500,999,0.058114059,914
6600,634,0.055279112,544
6700,272,0.05258246,193
6800,814,0.050017358,701
6900,90,0.047577388,31
7000,325,0.045256445,220
7100,999,0.043048724,953
7200,999,0.040948701,939
7300,212,0.038951122,157
7400,999,0.03705099,974
7500,155,0.035243551,80
7600,858,0.033524284,769
7700,999,0.031888887,941
7800,959,0.030333268,897
7900,256,0.03,183
8000,258,0.03,164
8100,679,0.03,612
8200,999,0.03,963
8300,161,0.03,108
8400,435,0.03,363
8500,999,0.03,962
8600,999,0.03,958
8700,999,0.03,881
8800,466,0.03,384
8900,415,0.03,352
9000,774,0.03,705
9100,223,0.03,137
9200,632,0.03,598
9300,999,0.03,964
9400,601,0.03,551
9500,349,0.03,269
9600,999,0.03,936
9700,999,0.03,984
9800,999,0.03,935
9900,999,0.03,985
